L,n,Trial,pd.merge,pd.DataFrame.merge,pd.DataFrame.__new__
10000000,70.0%,5,2.0039535666667994,1.9483120333328163,3.2507064666666943
10000000,80.0%,0,2.0223103666661095,1.9329321666664327,3.5813283000000715
10000000,80.0%,1,1.9778435333337256,1.954384466667155,3.382732499999596
10000000,80.0%,2,1.9986566999996285,1.9424159000003176,3.514273500000248
10000000,80.0%,3,2.0265049666662285,1.9424415333335976,3.411272033333565
10000000,80.0%,4,1.9842657666667947,1.9387875333335007,3.435065799999696
10000000,80.0%,5,1.9649780666665417,1.9912765000002157,3.5191512666666918
10000000,90.0%,0,2.0747280333331823,2.0324523333329125,3.736872166666823
10000000,90.0%,1,2.0923719666667844,2.0465843999997255,3.797931333333812
10000000,90.0%,2,2.0620617666663748,1.9980675000000094,3.7810700999998517
10000000,90.0%,3,2.131902066666347,2.014893766666622,3.7557796000000963
10000000,90.0%,4,2.0841815666663024,1.9811676000002383,3.675435633333715
10000000,90.0%,5,2.076571233333501,2.01007893333311,3.9239854000000682
